Inner Track (x),Inner Track (y),Outer Track (x),Outer Track (y),Mid Track (x),Mid track (y)
-42.4892191027671,-17.6257272200908,-46.1839338073556,-19.1583991522726,-44.3365764550613,-18.3920631861817
-42.6176189006796,-17.3129592859347,-46.3234988050866,-18.8184340064508,-44.4705588528831,-18.0656966461928
-42.7437164148861,-16.9992560732461,-46.4605613205284,-18.4774522535283,-44.6021388677073,-17.7383541633872
-42.8675048333624,-16.6846345288608,-46.5951139493069,-18.1354723139791,-44.7313093913347,-17.4100534214199
-42.9889774688258,-16.3691116492247,-46.7271494226368,-17.7925126622008,-44.8580634457313,-17.0808121557128
-43.1081277590969,-16.0527044794758,-46.856660607714,-17.4485918255171,-44.9823941834054,-16.7506481524964
-43.2249492674534,-15.7354301125225,-46.9836405081015,-17.1037283831767,-45.1042948877774,-16.4195792478496
-43.3394356829783,-15.4173056881215,-47.1080822641069,-16.7579409653495,-45.2237589735426,-16.0876233267355
-43.4515808209009,-15.0983483919507,-47.2299791531531,-16.4112482521203,-45.340779987027,-15.7547983220355
-43.5613786229302,-14.7785754546815,-47.3493245901416,-16.0636689724799,-45.4553516065359,-15.4211222135807
-43.6688231575833,-14.4580041510478,-47.4661121278079,-15.7152219033128,-45.5674676426956,-15.0866130271803
-43.7739086205048,-14.1366517989126,-47.5803354570704,-15.3659258683833,-45.6771220387876,-14.7512888336479
-43.8766293347808,-13.8145357583327,-47.6919884073704,-15.0157997373182,-45.7843088710756,-14.4151677478254
-43.9769797512458,-13.4916734306208,-47.8010649470063,-14.6648624245878,-45.889022349126,-14.0782679276043
-44.074954448782,-13.1680822574054,-47.9075591834587,-14.3131328884841,-45.9912568161203,-13.7406075729447
-44.1705481346125,-12.8437797196885,-48.0114653637092,-13.9606301300962,-46.0910067491608,-13.4022049248924
-44.2637556445871,-12.5187833369016,-48.1127778745512,-13.6073731922844,-46.1882667595691,-13.063078264593
-44.3545719434613,-12.1931106659588,-48.2114912428927,-13.2533811586509,-46.283031593177,-12.7232459123048
-44.4429921251683,-11.8667793003086,-48.3076001360525,-12.8986731525093,-46.3752961306104,-12.3827262264089
-44.529011413084,-11.5398068689834,-48.4010993620478,-12.5432683358515,-46.4650553875659,-12.0415376024174
-44.6126251602852,-11.2122110356472,-48.4919838698752,-12.1871859083122,-46.5523045150802,-11.6996984719797
-44.6938288498004,-10.8840094976414,-48.5802487497831,-11.830445106132,-46.6370387997917,-11.3572273018867
-44.772618094854,-10.5552199850287,-48.665889233537,-11.4730652011181,-46.7192536641955,-11.0141425930734
-44.8489886391033,-10.2258602596351,-48.7489006946775,-11.1150654996034,-46.7989446668904,-10.6704628796193
-44.9229363568681,-9.89594811409085,-48.8292786487697,-10.7564653414031,-46.8761075028189,-10.326206727747
-44.9944572533541,-9.56550137086875,-48.9070187536457,-10.3972840987704,-46.9507380034999,-9.98139273481957
-45.0635474648683,-9.2345378813217,-48.9821168096394,-10.0375411753497,-47.0228321372538,-9.63603952833568
-45.1302032590278,-8.90307552471812,-49.0545687598128,-9.67725600512839,-47.0923860094203,-9.29016576492326
-45.1944210349617,-8.57113220727619,-49.1243706901758,-9.31644805138717,-47.1593958625688,-8.94379012933168
-45.2561973235053,-8.23872586119653,-49.1915188298971,-8.95513680564841,-47.2238580767012,-8.59693133342247
-45.3155287873876,-7.90587444369341,-49.2560095515083,-8.59334178662327,-47.2857691694479,-8.24960811515834
-45.3724122214116,-7.57259593602471,-49.3178393710996,-8.2310825391573,-47.3451257962556,-7.901839237591
-45.4268445526275,-7.23890834252049,-49.3770049485082,-7.86837863317445,-47.4019247505679,-7.55364348784747
-45.4788228404988,-6.90482968961039,-49.4335030874987,-7.50524966262,-47.4561629639987,-7.2050396761152
-45.5283442770607,-6.57037802484988,-49.4873307359356,-7.14171524440205,-47.5078375064982,-6.85604663462596
-45.5754061870725,-6.23557141594516,-49.5384849859484,-6.77779501733169,-47.5569455865105,-6.50668321663842
-45.6200060281615,-5.90042794977717,-49.5869630740885,-6.41350864106214,-47.603484551125,-6.15696829541966
-45.6621413909605,-5.56496573142458,-49.6327623814788,-6.04887579502671,-47.6474518862197,-5.80692076322565
-45.7018099992384,-5.22920288318562,-49.6758804339547,-5.68391617737567,-47.6888452165965,-5.45655953028065
-45.7390097100224,-4.89315754359909,-49.7163149021982,-5.31864950391206,-47.7276623061103,-5.10590352375557
-45.7737385137144,-4.5568478664645,-49.7540636018634,-4.95309550702663,-47.7639010577889,-4.75497168674556
-45.8059945341993,-4.2202920198614,-49.7891244936949,-4.58727393463196,-47.7975595139471,-4.40378297724668
-45.8357760289464,-3.88350818516789,-49.8214956836374,-4.22120454909553,-47.8286358562919,-4.05235636713171
-45.8630813891034,-3.54651455607836,-49.8511754229385,-3.85490712617213,-47.857128406021,-3.70071084112524
-45.8879091395837,-3.2093293376207,-49.8781621082431,-3.48840145393554,-47.8830356239134,-3.34886539577812
-45.9102579391455,-2.87197074517286,-49.9024542816799,-3.12170733170963,-47.9063561104127,-2.99683903844125
-45.9301265804648,-2.53445700347874,-49.92405063094,-2.75484456899864,-47.9270886057024,-2.64465078623869
-45.9475139902003,-2.19680634566369,-49.9429499893481,-2.38783298441705,-47.9452319897742,-2.29231966504037
-45.9624192290515,-1.85903701224954,-49.9591513359256,-2.02069240461906,-47.9607852824886,-1.9398647084343
-45.9748414918095,-1.52116725016922,-49.9726537954452,-1.65344266322742,-47.9737476436274,-1.58730495669832
-45.9847801074004,-1.18321531178097,-49.9834566384787,-1.28610359976193,-47.9841183729395,-1.23465945577145
-45.9922345389214,-0.845199453882338,-49.9915592814363,-0.918695058567759,-47.9918969101789,-0.881947256225048
-45.9972043836703,-0.50713793672396,-49.9969612865981,-0.551236887743435,-47.9970828351342,-0.529187412233698
-45.9996893731666,-0.16904902302308,-49.9996623621376,-0.183748938068565,-47.9996758676521,-0.176398980545823
-45.9996893731666,0.169049023023089,-49.9996623621376,0.183748938068575,-47.9996758676521,0.176398980545832
-45.9972043836703,0.50713793672399,-49.9969612865981,0.551236887743467,-47.9970828351342,0.529187412233729
